time,seconds_elapsed,z,y,x
1782986221626378500,0.05937841796875,-0.5838815569877625,0.6725658774375916,-0.03970133885741234
1782986221636452400,0.069452392578125,-0.5507222414016724,0.5502713918685913,0.17104019224643707
1782986221646526500,0.0795263671875,-0.46885961294174194,0.33446159958839417,0.4913593530654907
1782986221656600600,0.0896005859375,-0.3475819230079651,-0.2622068524360657,0.8889290690422058
1782986221666675500,0.099675537109375,-0.21788093447685242,-0.8980341553688049,1.3880057334899902
1782986221676749600,0.10974951171875,-0.21297325193881989,-1.0403074026107788,1.7092266082763672
1782986221686823700,0.11982373046875,-0.22348634898662567,-0.5087290406227112,1.6110323667526245
1782986221696898600,0.129898681640625,0.062307316809892654,0.3206608295440674,1.1427866220474243
1782986221706972700,0.13997265625,0.6582021117210388,0.9748178720474243,0.6344597935676575
1782986221717046500,0.150046630859375,1.1204999685287476,1.2586088180541992,0.3464985489845276
1782986221727120400,0.160120361328125,1.1405235528945923,1.3585556745529175,0.3996959924697876
1782986221737195500,0.170195556640625,0.8956165313720703,1.428291916847229,0.5725263953208923
1782986221747269400,0.180269287109375,0.6069352030754089,1.4451720714569092,0.485403448343277
1782986221757343500,0.190343505859375,0.4288272559642792,1.4346177577972412,0.05946039780974388
1782986221767418600,0.200418701171875,0.3494109809398651,1.3495168685913086,-0.6489977240562439
1782986221777492500,0.210492431640625,0.4709422290325165,1.0933362245559692,-1.2380191087722778
1782986221787566300,0.22056640625,0.7211562991142273,0.7434171438217163,-1.2854820489883423
1782986221797640400,0.230640380859375,0.7302022576332092,0.36839932203292847,-0.821440577507019
1782986221807715300,0.24071533203125,0.5299485325813293,-0.1176810935139656,-0.14766934514045715
1782986221817789400,0.25078955078125,0.2707793116569519,-0.4718668758869171,0.3329593241214752
1782986221827863600,0.260863525390625,0.023860326036810875,-0.4431918263435364,0.39622536301612854
1782986221837938400,0.2709384765625,-0.12283351272344589,-0.149602010846138,0.1390542984008789
1782986221848012500,0.281012451171875,-0.06534624844789505,0.32722020149230957,-0.23121963441371918
1782986221858086700,0.291086669921875,0.11458943039178848,0.6877096891403198,-0.5471363067626953
1782986221868160500,0.301160400390625,0.2847643494606018,0.7255558371543884,-0.6396439075469971
1782986221878235600,0.311235595703125,0.405748575925827,0.4259960353374481,-0.620293378829956
1782986221888309500,0.3213095703125,0.5604255199432373,0.06773510575294495,-0.5435479879379272
1782986221898383600,0.331383544921875,0.7129697799682617,-0.25339579582214355,-0.4270767569541931
1782986221908457500,0.34145751953125,0.8122614622116089,-0.5959579348564148,-0.23688392341136932
1782986221918532600,0.35153271484375,0.7930009365081787,-0.8847034573554993,-0.0012900352012366056
1782986221928606500,0.3616064453125,0.675740659236908,-1.0439423322677612,0.16320756077766418
1782986221938680300,0.371680419921875,0.5478023886680603,-0.9018898606300354,0.18182812631130219
1782986221948755500,0.38175537109375,0.4251917600631714,-0.4681967794895172,0.025229455903172493
1782986221958829300,0.391829345703125,0.27853789925575256,-0.050031475722789764,-0.2458087056875229
1782986221968903400,0.4019033203125,0.11027804017066956,0.17870156466960907,-0.5232280492782593
1782986221978977500,0.4119775390625,-0.061398644000291824,0.14270628988742828,-0.759360671043396
1782986221989052400,0.422052490234375,-0.1910591721534729,0.007891212590038776,-0.9038401246070862
1782986221999126500,0.43212646484375,-0.2472531944513321,-0.16855785250663757,-0.9205629229545593
1782986222009200600,0.44220068359375,-0.2700392007827759,-0.3634091019630432,-0.7897366881370544
1782986222019275500,0.452275634765625,-0.2741923928260803,-0.48996812105178833,-0.5595932602882385
1782986222029349600,0.462349609375,-0.2523166537284851,-0.43444493412971497,-0.29534268379211426
1782986222039423500,0.472423583984375,-0.23651133477687836,-0.3235114812850952,-0.08328423649072647
1782986222049497600,0.48249755859375,-0.23184308409690857,-0.14265701174736023,0.06326072663068771
1782986222059572500,0.492572509765625,-0.20996229350566864,0.06314461678266525,0.15271177887916565
1782986222069646600,0.502646484375,-0.18071572482585907,0.1226193904876709,0.2545822262763977
1782986222079720400,0.512720458984375,-0.16514581441879272,0.11245783418416977,0.3658006191253662
1782986222089795600,0.522795654296875,-0.16689151525497437,0.033001359552145004,0.3979990482330322
1782986222099869400,0.532869384765625,-0.1845991462469101,-0.09177891910076141,0.3562997877597809
1782986222109943300,0.542943359375,-0.2036982625722885,-0.07700583338737488,0.2633616030216217
1782986222120017400,0.553017333984375,-0.20603865385055542,0.04036127030849457,0.1259366273880005
1782986222130092500,0.563092529296875,-0.19323231279850006,0.14243650436401367,0.032699089497327805
1782986222140166400,0.57316650390625,-0.18239377439022064,0.20842058956623077,-0.03130386024713516
1782986222150240500,0.583240478515625,-0.2171429693698883,0.23845358192920685,-0.16201606392860413
1782986222160315400,0.5933154296875,-0.2811320722103119,0.3009260296821594,-0.39550524950027466
1782986222170389500,0.603389404296875,-0.3123038411140442,0.44219526648521423,-0.6937209963798523
1782986222180463600,0.613463623046875,-0.19809071719646454,0.9044318795204163,-0.8271072506904602
1782986222190537500,0.623537353515625,-0.0046693203039467335,1.5901165008544922,-0.8050237894058228
1782986222200612600,0.633612548828125,0.06263089179992676,1.9728492498397827,-0.7858031988143921
1782986222210686500,0.6436865234375,0.19700627028942108,1.6749323606491089,-0.7004566192626953
1782986222220760600,0.653760498046875,0.5215758085250854,0.8671348094940186,-0.3309704661369324
1782986222230835500,0.66383544921875,0.9386394023895264,-0.25280776619911194,0.34227052330970764
1782986222240909600,0.67390966796875,1.3845694065093994,-1.0575984716415405,0.9947811961174011
1782986222250983400,0.6839833984375,1.7684338092803955,-1.1246273517608643,1.44180428981781
1782986222261057500,0.6940576171875,1.9440628290176392,-0.6391549110412598,1.7475864887237549
1782986222271132400,0.70413232421875,1.9379609823226929,-0.2720935642719269,1.730286955833435
1782986222281206500,0.71420654296875,1.7815886735916138,-0.3543599545955658,1.3536964654922485
1782986222291280400,0.7242802734375,1.4256465435028076,-0.42472758889198303,0.8237016201019287
1782986222301355500,0.73435546875,0.9607542753219604,-0.1706140786409378,0.2599197328090668
1782986222311429400,0.744429443359375,0.5285913944244385,0.15308569371700287,-0.3028642535209656
1782986222321503500,0.75450341796875,0.4207456409931183,0.1584082841873169,-0.5668748617172241
1782986222331577600,0.76457763671875,0.6052328944206238,-0.3696073293685913,-0.34059566259384155
1782986222341652500,0.774652587890625,0.814490556716919,-1.1599891185760498,0.11768642067909241
1782986222351726600,0.7847265625,0.8795129656791687,-1.6294649839401245,0.42579203844070435
1782986222361800400,0.794800537109375,0.796034038066864,-1.4759483337402344,0.38370293378829956
1782986222371875600,0.80487548828125,0.6400729417800903,-0.7817530632019043,0.00637747161090374
1782986222381949400,0.814949462890625,0.500088632106781,0.0839095488190651,-0.43334370851516724
1782986222392023600,0.8250234375,0.4233539402484894,0.7635961771011353,-0.782446563243866
1782986222402097400,0.835097412109375,0.33519238233566284,1.1756260395050049,-0.9733640551567078
1782986222412172500,0.845172607421875,0.17904111742973328,1.4151878356933594,-0.9333825707435608
1782986222422246400,0.855246337890625,-0.009702694602310658,1.4391629695892334,-0.7056218385696411
1782986222432320500,0.865320556640625,-0.15159271657466888,1.3446121215820312,-0.3540382385253906
1782986222442395400,0.8753955078125,-0.18548384308815002,1.252416729927063,0.08067140728235245
1782986222452469500,0.885469482421875,-0.18687614798545837,1.105451226234436,0.47516706585884094
1782986222462543400,0.89554345703125,-0.2942843437194824,0.8343068361282349,0.7058303356170654
1782986222472617700,0.90561767578125,-0.5217875838279724,0.47889840602874756,0.7740578651428223
1782986222482692600,0.915692626953125,-0.6384484171867371,0.2730794847011566,0.6657180786132812
1782986222492766700,0.9257666015625,-0.5873231291770935,0.20038928091526031,0.39865362644195557
1782986222502840600,0.935840576171875,-0.49091672897338867,0.2397097945213318,0.09095919877290726
1782986222512915700,0.945915771484375,-0.3428891897201538,0.35398176312446594,-0.19148953258991241
1782986222522989600,0.955989501953125,-0.1620275229215622,0.48432406783103943,-0.41657084226608276
1782986222533063400,0.9660634765625,-0.06942461431026459,0.5596646070480347,-0.5831707715988159
1782986222543137500,0.976137451171875,-0.09354832768440247,0.5458881258964539,-0.6698721051216125
1782986222553212400,0.98621240234375,-0.1661519557237625,0.48579972982406616,-0.6524776816368103
1782986222563286500,0.99628662109375,-0.23698431253433228,0.35569366812705994,-0.5628969073295593
1782986222573360400,1.0063603515625,-0.29249709844589233,0.1663314551115036,-0.40388035774230957
1782986222583435500,1.016435546875,-0.3111059367656708,0.0024168186355382204,-0.21601538360118866
1782986222593509400,1.02650927734375,-0.30879566073417664,-0.07333413511514664,-0.0947083979845047
1782986222603583500,1.03658349609375,-0.2772230803966522,-0.04980270937085152,-0.10007893294095993
1782986222613657900,1.046657958984375,-0.22622302174568176,0.0063798688352108,-0.21216659247875214
1782986222623733000,1.05673291015625,-0.1667783260345459,0.0009366337326355278,-0.3436258137226105
1782986222633806800,1.066806884765625,-0.10608915239572525,-0.11721237748861313,-0.430113285779953
1782986222643881000,1.076880859375,-0.02683774009346962,-0.3382081389427185,-0.3849759101867676
1782986222653955000,1.086955078125,0.08013824373483658,-0.5047204494476318,-0.16000911593437195
1782986222664030000,1.097030029296875,0.18258525431156158,-0.42925122380256653,0.1372276246547699
1782986222674104000,1.10710400390625,0.2512274384498596,-0.28580138087272644,0.32262304425239563
1782986222684178000,1.117177978515625,0.2780904769897461,-0.10431788116693497,0.4118781089782715
1782986222694253000,1.127253173828125,0.30678921937942505,-0.043651871383190155,0.47302162647247314
1782986222704327000,1.137326904296875,0.3140452802181244,-0.18001317977905273,0.5713210105895996
1782986222714401000,1.147401123046875,0.3379053473472595,-0.4868229031562805,0.77564936876297
1782986222724475000,1.157474853515625,0.4264748990535736,-0.8219020962715149,1.0020414590835571
1782986222734550000,1.167550048828125,0.6359847187995911,-0.7416251301765442,1.1093155145645142
1782986222744623900,1.177623779296875,0.8188480138778687,-0.12685196101665497,1.078096866607666
1782986222754698000,1.187697998046875,0.7857118844985962,0.7667325735092163,1.0456632375717163
1782986222764772900,1.19777294921875,0.5428904294967651,1.295678734779358,1.287463903427124
1782986222774847000,1.207846923828125,0.4099973738193512,0.6127129197120667,1.6282076835632324
1782986222784920800,1.2179208984375,0.768166720867157,-1.3752247095108032,1.4053524732589722
1782986222794996000,1.227995849609375,1.4942057132720947,-3.2159082889556885,0.2603841722011566
1782986222805069800,1.23806982421875,2.2536659240722656,-3.651567220687866,-1.29163658618927
1782986222815144000,1.24814404296875,2.7062554359436035,-2.174043893814087,-2.070366144180298
1782986222825218000,1.258218017578125,2.3925716876983643,-0.2879420518875122,-1.688312292098999
1782986222835293000,1.26829296875,1.4826401472091675,0.2380210906267166,-0.9602445363998413
1782986222845367000,1.278366943359375,0.6368270516395569,-0.24641403555870056,-0.48246943950653076
